,,이름,브랜드,향 설명,가격,평점
Women,202,겔랑 라쁘띠 로브 느와르 레제르 오 드 퍼퓸 50ml,겔랑,블랙체리의 세련됨이 가미된 2018년 신작 플랭커,"68,000원",0.0
Women,203,조말론 로즈 앤 매그놀리아 코롱 50ml,조말론,"파리의 센 강에서 마주한 장미와 파츌리, 우디 톤의 장미만이 낼 수 있는 깊고 짙은 분위기","120,000원",5.0
Women,204,구딸파리 쁘띠쉐리 오 드 퍼퓸 50/100ml,아닉구딸,"아닉구딸 베스트셀러, 쁘띠쉐리 기프트 세트","115,000원",4.7
Women,205,아쿠아 디 파르마 매그놀리아 노빌레 오 드 퍼퓸,아쿠아 디 파르마,순수한 상큼함과 여리여리한 관능미가 얽힌 이중적 매력의 매그놀리아 향기,"127,000원",4.7
Women,206,조말론 넥타린 블로썸 앤 허니 코롱,조말론,복숭아와 자몽을 크게 잘라 잎사귀와 함께 삼키는 듯한 달콤함,"87,800원",4.6
Women,207,딥디크 도손 오 드 퍼퓸 75ml,딥티크,"쌉싸름한 깨끗함에 바닐라를 섞은, 아이보리색 튜베로즈 향기","196,500원",4.8
Women,208,바이레도 블랑쉬 오 드 퍼퓸 50/100ml,바이레도,"바이레도 대표작, 기분까지 상큼해지는 산뜻한 비누","205,000원",4.8
Women,209,산타마리아노벨라 로사 가데니아 오 드 코롱 50ml,산타마리아노벨라,"연하고 여린 장미, 그 위로 투명하도록 지나가는 머스크가 완성하는 맑고 깨끗한 향기","102,000원",4.9
Women,210,산타마리아 노벨라 아쿠아 디 콜로니아 로사 오 드 코롱 100ml,산타마리아노벨라,"가지런한 눈꽃 위로 똑 부러지듯 아름다운 선율의 다마스커스 로즈, 차분한 고급스러움","152,000원",5.0
Women,211,아닉구딸 로즈폼퐁 오 드 뚜왈렛,아닉구딸,검정색 단발의 탕웨이가 생각나는 고급미 넘치는 담백한 장미향기,"102,000원",4.7
Women,212,메종마르지엘라 레이지선데이 모닝 100ml,메종 마르지엘라,"편안한 침대에 누웠을 때, 이불 속으로 온 몸이 녹아들듯 느껴지는 편안함","145,000원",4.8
Women,213,딥디크 오르페옹 오 드 퍼퓸 75ml,딥티크,"빳빳한 와이셔츠 위로 알싸한 주니퍼베리 안개가 스민, 시크한 긴장감의 런더리 향수","225,000원",4.9
Women,214,딥디크 올렌느 오 드 뚜왈렛 50ml,딥티크,부드럽고 우아하게 퍼지는 세심하고 감각적인 아카시아 꽃 향기,"135,000원",4.5
Women,215,딥디크 제라늄 오도라타 오 드 뚜왈렛 100ml,딥티크,"촉촉히 젖은 토지에서 올라오는 흙내음 사이, 초원의 그늘진 풀 속을 헤집고 피어난 제라늄 향기","175,000원",5.0
Women,216,디올 쟈도르 오 드 퍼퓸,디올,"한없이 부드럽고, 고급스럽게 관능적인 디올의 대표 여자향수","99,000원",4.8
Women,217,빅토리아 시크릿 밤쉘 오 드 퍼퓸 50ml,빅토리아시크릿,해외 빅시매장에서 판매량 1등을 다투는 여자향수,"75,000원",4.5
Women,218,스테파니 브루진 큐피동 오 드 퍼퓸 100ml,스테파니 브루진,블랙커런트 이슬이 흩어지며 장미에 젖어드는 투명한 아름다움,"225,000원",4.9
Women,219,킬리안 우먼 인 골드 오 드 퍼퓸,킬리안,"화려한 장신구에도 묻히지 않는 달콤한 플로럴과 투명하게 빛나는 바닐라, 그 매혹의 향기","340,000원",0.0
Women,220,메모 랄리벨라 오 드 퍼퓸 75ml,메모,따스한 바람을 타고 와 끝을 스치는 바닐라 향기 속 부드럽게 스며있는 코코넛의 달콤함,"263,000원",5.0
Women,221,크리드 러브 인 화이트 30/75ml,크리드,"바람에 흩날린 웨딩드레스 끝자락같은, 촉촉한 화이트 수선화 향기","210,000원",5.0
Women,222,에르메스 트윌리 데르메스 오 드 퍼퓸 50ml,에르메스,풍부하고 달콤한 생강과 튜베로즈가 우디하게 연출되는 글래머스한 향기,"113,000원",4.9
Women,223,에트로 화이트 매그놀리아 오 드 퍼퓸 100ml,에트로,"살결을 스치는 목련꽃잎처럼, 그 풍성하고 고소한 하얀 색의 아름다움","158,000원",5.0
Women,224,프레데릭 말 오 드 매그놀리아 50ml,프레데릭말,연애 초창기의 짜릿한 설렘을 닮은 스파클링 목련 향기,"195,000원",4.7
Women,225,프레데릭 말 프렌치 러버 50ml,프레데릭말,"단정하고도 세심한 감수성, 비에 젖은 소나무와 낙엽을 보며 한 편의 시를 읊어내는 감성","198,000원",5.0
Women,226,에르메스 24 포브르 우먼 오 드 뚜왈렛 30/100ml,에르메스,내리쬐는 늦가을 태양에 노곤하게 녹아진 히아신스와 가드니아의 우아함,"95,000원",5.0
Women,227,세르주루텐 플뢰르 드 시트로니에 오 드 퍼퓸 100ml,세르주루텐,"선선한 여름날, 오렌지 나뭇가지에 사랑하는 마음을 걸어 너에게 건넸던 추억","164,000원",5.0
Women,228,메종 프란시스 커정 바카라 루쥬 540 오 드 퍼퓸 70ml,메종프란시스 커정,"고혹미 향수, 졸여낸 구어망드 달콤함과 세련된 우디플로럴의 고급스러운 조화","275,000원",4.9
Women,229,록시땅 체리블라썸 오 드 뚜왈렛 75ml,록시땅,식었던 마음도 다시 뛰게 만드는 투명한 분홍빛 벚꽃 내음,"51,800원",4.7
Women,230,로에베 001 맨 오 드 뚜왈렛 50ml,로에베,"서정적이고 부드러운 우디 향기의 정석, 데일리로 편하게 쓰기 좋은 남녀공용 우디 향수","90,000원",4.9
Women,231,랑콤 미라클 오 드 퍼퓸 30/50/100ml,랑콤,투명한 리치와 세련된 분 내음의 까칠함이 느껴지는 여성스러움,"59,800원",4.8
Women,232,디올 조이 바이 디올 오 드 퍼퓸 90ml,디올,눈부신 햇살 속에서 파우더하게 번지는 로즈와 샌달우드의 담백 여성스러운 향기,"131,000원",4.7
Women,233,누NOU 체리블라썸 오 드 퍼퓸 50ml,누NOU,산정호수의 하얀 설눈처럼 쌓인 벚꽃의 싱그럽고도 은은한 향기,"42,000원",5.0
Women,234,누NOU 시크릿 블랑 오 드 퍼퓸 50ml,누NOU,포도샴푸 향기가 하루종일 보랏빛 세상을 걷게 하는 몽환적인 설레임,"42,000원",4.9
Women,235,나르시소 로드리게즈 퓨어 머스크 30/50/100ml,나르시소 로드리게즈,순수하고 깊은 우유빛깔이 연상되는 센슈얼하고 부드러운 머스크,"53,000원",4.8
Women,236,까사렐 아나이스 아나이스 오 드 뚜왈렛 30/50ml,까사렐,풍성하고 노곤노곤한 백합에서 연출되는 성숙한 소녀,"49,500원",4.5
Women,237,겔랑 라쁘띠 로브 느와르 오 드 퍼퓸 100ml,겔랑,석양진 연회장에서 퍼지는 고급스러운 체리와 로즈의 향기,"113,000원",4.8
Women,238,구찌 엔비미 오 드 뚜왈렛 30/50ml,구찌,리치와 파인애플이 상큼달콤하게 섞인 사랑스럽고 경쾌한 꽃향기,"57,800원",4.8
Women,239,구찌 블룸 네타레 디 피오리 오 드 퍼퓸 50ml,구찌,"구찌 블룸 정원, 신비로운 노란 달콤함을 불러일으키는 넥타린과 허니서클 향기","104,800원",4.8
Women,240,바이레도 모하비고스트 오 드 퍼퓸 50/100ml,바이레도,"연보랏빛 물안개 속, 상큼달콤한 과일비누","198,500원",4.7
Women,241,바이레도 펄프 오 드 퍼퓸 50/100ml,바이레도,"소녀시대 제시카의 시그니처 향수, 상대의 입술에 저릿한 달콤함을 남기는 용과 향기","191,750원",4.9
Women,242,랑세 유제니 오 드 퍼퓸 50/100ml,,누군가의 머릿속에 각인될 만큼 청초하게 퍼지는 자스민 향기,"105,600원",4.7
Women,243,미스디올 블루밍부케 오 드 뚜왈렛 50ml,디올,"미스 디올 베스트셀러, 학생과 여인의 정체성 사이 화사하게 핀 피오니 향기","125,000원",4.8
Women,244,톰포드 솔레이네쥬 오 드 퍼퓸,톰포드,"하얀 눈에 반사되는 빛처럼 밝게 연출되는 머스크, 살갗에 닿자마자 녹아내리는 바닐라의 부드러운 달콤함","300,000원",5.0
Women,245,불리 오 트리쁠 루브르 전갈좌의 요정 75ml,불리 1803,"정원의 신비로운 물소리를 따라 흐르는 풀 향기와 젖은 연꽃, 앰버에서 풍기는 옅은 살 내음","193,000원",0.0
Women,246,산타마리아노벨라 멜로 그라노 오 드 코롱,산타마리아노벨라,"하얀 비누 거품을 가득 머금은 일랑일랑 꽃이 오크모스, 장미, 파츌리를 천천히 삼켜내는 포근함","103,500원",4.8
Women,247,프라고나르 매그놀리아 오 드 뚜왈렛 50ml,프라고나르,나긋하게 하얀 목련꽃이 흔들리는 커튼처럼 사락거리는 향기,"52,000원",5.0
Women,248,아닉구딸 쁘띠쉐리 오 드 뚜왈렛 50/100ml,아닉구딸,"아닉구딸 베스트셀러, 청초하고 사랑스러운 데일리향수의 극미","110,000원",4.6
Women,249,크리드 플러리시모 75ml,크리드,갓 빨아낸 새하얀 와이셔츠에서 날법한 순도높은 튜베로즈와 아이리스 향기,"365,000원",5.0
Women,250,바이레도 영로즈 오 드 퍼퓸 50ml,바이레도,"비누의 산뜻함이 곱게 바스러지는 자리, 거품처럼 보드랍게 올라오는 장미의 수줍음 가득한 향기","198,500원",5.0
Women,251,조말론 자스민 삼박 앤 메리골드 코롱 인텐스 50ml,조말론,"노란 메리골드 위로 아늑한 햇살처럼 쏟아지는 바닐라, 조말론 인텐스 라인 여성 베스트셀러","158,000원",5.0
Women,252,조말론 튜버로즈 안젤리카 코롱 인텐스 50ml,조말론,"네추럴 와인을 한모금 머금은 튜베로즈, 스며든 설렘이 안젤리카 땅속으로 차분히 자리하는 향기","158,000원",4.8
Women,253,메모 프렌치 레더 오드퍼퓸 75ml,메모,프랑스 센느강 다리위에 놓여진 스웨이드 핸드백속에서 나는 장미향기,"263,000원",5.0
Women,254,바이레도 플라워헤드 오 드 퍼퓸 50ml,바이레도,밝고 화사한 느낌의 프루티한 꽃향기,"193,500원",4.5
Women,255,메모 인레 오 드 퍼퓸 75ml,메모,노곤노곤하게 달콤한 오스만투스의 달콤함이 연출하는 청순섹시,"258,000원",4.7
Women,256,누NOU 자스민 오 드 퍼퓸 50ml,누NOU,밤 중의 별처럼 빛나듯이 피어난 자스민의 싱그러움,"42,000원",5.0
Women,257,스테파니 브루진 파리생제르망 오 드 퍼퓸 100ml,스테파니 브루진,안개에 젖은 레몬 홍차 티백이 천천히 우러날 때 - 중성적인 달콤함을 자아내는 향기,"225,000원",5.0
Women,258,딥디크 트레블퍼퓸 오 드 뚜왈렛 12ml,딥티크,"직접 커스터마이징하는 나만의 딥디크, 반영구적 사용으로 지속가능성까지 고려한 트레블 스프레이","130,500원",5.0
Women,259,톰포드 비터 피치 오 드 퍼퓸 50ml,톰포드,"보일 듯 말듯, 파츌리에 가려진 복숭아의 농익은 달콤함이 더욱 은밀하게 느껴지는 순간","288,000원",4.9
Women,260,바이레도 슈퍼 시더 오 드 퍼퓸,바이레도,"심플하되, 모던하게- 시더우드의 군더더기 없는 깔끔함이 가장 잘 묘사된 향수","198,500원",5.0
Women,261,까사렐 노아 오 드 뚜왈렛 30/50/100ml,까사렐,순수한 머스크 플로럴의 극강한 부드러움,"49,500원",4.7
Women,262,프레데릭 말 포트레이트 오브 어 레이디 50ml,프레데릭말,"비에 젖은 라즈베리와 짙은 색의 장미가 쌉싸름하고 우디한 파츌리와 어울린, 고혹적 분위기","277,800원",5.0
Women,263,퍼퓸 드 말리 까실리 75ml,퍼퓸 드 말리,사랑스러운 푸루메리아 꽃잎에 잘 익은 복숭아 설탕을 흩뿌린 향기,"278,000원",4.0
Women,264,끌로에 우먼 오 드 퍼퓸,끌로에,"이성 반응이 보장된 베스트셀러, 커튼처럼 부드러이 유영하는 분홍색 피오니 향기","87,000원",4.9
Women,265,르라보 리스 41 오 드 퍼퓸 100ml,르라보,바닐라에 적셔진 백합꽃을 모아 향초로 차분히 녹여낸 듯- 흰 고급스러움,"325,000원",5.0
Women,266,아쿠아 디 파르마 바닐라 오 드 퍼퓸 100ml,아쿠아 디 파르마,"오후 2시의 바닐라빛 햇살, 헬리오트로프를 베고 노곤히 쏟아지는 잠을 청하는 편안한 향기","185,000원",0.0
Women,267,에르메스 오드 메르베이 오 드 뚜왈렛 50ml,에르메스,석양처럼 차분하고 단아하게 퍼지는 앰버의 우아함,"118,000원",4.8
Women,268,세르주루텐 뉘드셀로판 오 드 퍼퓸,세르주루텐,"세르주루텐 베스트셀러, 샴푸 향기처럼 은은한 오스만투스가 마음을 홀리게 하는 상큼함","148,000원",4.9
Women,269,에르메스 운 자르뎅 메디테라네 오 드 뚜왈렛,에르메스,"분수대 앞 공원 벤치에 걸터앉아 느껴보는, 햇살처럼 번지는 오렌지와 무화과 나무에서 퍼지는 달콤한 향기","145,000원",0.0
Women,270,메종마르지엘라 플라워마켓 30/100ml,메종 마르지엘라,자취가 아련하게 남아 반응 좋은 촉촉한 가든 플라워 향기,"80,900원",4.7
Women,271,아이젠버그 땅따이숑 오 드 퍼퓸,아이젠버그,"쌀쌀한 날씨에 더욱 손이 가는, 달콤한 통카빈과 핑크페퍼의 균형 잡힌 포근함","47,400원",4.0
Women,272,아이젠버그 루즈 앤 느와르 오 드 퍼퓸,아이젠버그,새빨간 립스틱의 관능미와 느와르 식의 흑백이 자아내는 관능미,"47,400원",5.0
Women,273,메종 마르지엘라 버블바스 100ml,메종 마르지엘라,"거품목욕 사이 비눗방울 하나, 공중에서 터진 코코넛의 달콤함이 세상을 촉촉하게 적시는 맑은 내음","145,000원",4.9
Women,274,크리드 스프링 플라워 75ml,크리드,"천진난만한 맑음이 떠오르는 기분좋은 살구, 복숭아의 상큼달콤함","315,000원",4.6
Women,275,딥디크 오프레지아 오 드 뚜왈렛 100ml,딥티크,"싱그러운 프리지아 한 다발이 몰고 온 봄기운, 잔잔하고 산뜻한 생화 프리지아 향기","178,000원",4.9
Women,276,딥디크 로데헤스페리데스 오 드 뚜왈렛 100ml,딥티크,"옅은 바람을 등지고 맡아지는 비터오렌지, 민트, 로즈마리의 프레시함이 마음을 톡톡 건드는 상쾌함","175,000원",5.0
Women,277,아이젠버그 러브어페어 우먼 30/50/100ml,아이젠버그,"정말 편한 나시, 가디건 차림에서 풍기는 살 내음이 더 여자로 느껴질 때","65,200원",4.8
Women,278,불리 오 트리쁠 밀로의 비너스 75ml,불리 1803,섬세한 자스민과 풍성한 매그놀리아가 비누처럼 순하게 흐려지는 순간 달콤하게 피어나는 앰버 향기,"185,000원",0.0
Women,279,킬리안 포비든게임즈 오 드 퍼퓸 50ml,킬리안,붉으스름한 홍조를 띈 복숭아의 나른함에서 금지된 장난을 떠올리게 하는 야릇한 향기,"275,000원",4.0
Women,280,바이레도 인플로레센스 오 드 퍼퓸,바이레도,연노랑 원피스 같은 은은한 달콤함,"198,500원",5.0
Women,281,크리드 아쿠아 피오렌티나 오 드 퍼퓸 30ml,크리드,"비 내린 이탈리아의 과수원 한가운데, 화사한 로즈와 물먹은 자두 향기","215,000원",5.0
Women,282,딥디크 오 로즈 오 드 뚜왈렛 50/100ml,딥티크,"세상 깔끔한 헤어미스트 같은 생장미 향기, 싱그러운 향","128,000원",4.8
Women,283,입생로랑 리브르 인텐스 30ml,입생로랑,"리브르의 라벤더 - 오렌지블라썸을 따스하게 감싸안는 통카빈, 고급스러운 럭셔리","91,500원",4.8
Women,284,크리드 어벤투스 포허 30/75ml,크리드,시크함과 귀여운 관능미를 동시에 갖고 있는 스모키한 애플로즈,"230,000원",4.5
Women,285,에르메스 트윌리 데르메스 오진저 오 드 퍼퓸,에르메스,"긴 쉬폰 원피스와 사근사근한 말투를 닮은 플로럴, 모든 행동과 말투에서 묻어나오는 우아함","113,000원",0.0
Women,286,아쿠아 디 파르마 오스만투스 오 드 퍼퓸 100ml,아쿠아 디 파르마,만개한 오스만투스 꽃을 가득 모아 살결에 가까운 비누로 정갈하게 만든 상큼함,"205,000원",4.8
Women,287,프라고나르 에밀 30/60/100/200ml,프라고나르,"동화 속 공주가 산책 중 흘린 하얀 손수건, 그곳에서 풍기는 맑고 포근한 비누내음","71,500원",4.1
Women,288,메모 오션 레더 오 드 퍼퓸 75ml,메모,"시원한 바닷바람을 타고 부서지는 시트러스와 얇은 종이를 바닷물에 풀어헤친듯, 가볍게 올라오는 우디","263,000원",0.0
Women,289,겔랑 미츠코 오 드 뚜왈렛 93ml,겔랑,"100년을 이어온 겔랑 하우스의 명작, 고혹스런 자스민의 자태에 매료될 수 밖에 없는 향기","54,000원",0.0
Women,290,바이레도 슬로우 댄스 오 드 퍼퓸 100ml,바이레도,"달콤한 바닐라 코냑에 취해갈 때, 현실은 흐려지고 사랑은 더욱 짙어지는 로맨틱한 공간의 향기","255,750원",5.0
Women,291,크리드 러브 인 블랙 75ml,크리드,"서정적이게 아름다운 바이올렛과 아이리스, 통카빈이 폭닥하게 어울린 향기","315,000원",4.8
Women,292,딥디크 오 모헬리 오 드 뚜왈렛 100ml,딥티크,"샛노란 꽃들 사이로 허브향을 싣고 불어오는 산들바람, 그리고 일랑일랑의 향기","175,000원",5.0
Women,293,프레데릭 말 카날 플라워 50ml,프레데릭말,세상을 포근하게 감싸듯 정돈된 튜베로즈의 우아함,"278,000원",4.6
Women,294,프레데릭 말 로디베 50ml,프레데릭말,"보라빛 꽃 위를 살랑이는 흰 나비처럼, 헬리오트로프와 머스크가 연출하는 연약한 포근함","205,000원",0.0
Women,295,프라다 레스 인퓨전 디 미모사 오 드 퍼퓸 100ml,프라다,포근하게 안길 것 같은 여리여리한 미모사 비누 향기,"184,000원",4.7
Women,296,메모 일하도멜 오 드 퍼퓸 75ml,메모,"담백한 가드니아와 히아신스가 바람에 일렁이는, 밝고 여리여리하게 퍼지는 언덕의 분위기","263,000원",5.0
Women,297,조르지오 아르마니 마이웨이 오 드 퍼퓸 30ml,조르지오아르마니,"박신혜를 닮은 생기발랄한 딸기, 투베로즈가 보석처럼 영롱하게 빛나는 순간","77,800원",5.0
Women,298,조말론 로즈 블러쉬 코롱 50ml,조말론,"리치 과즙을 한껏 머금은 채 수줍음에 볼 밝히는, 선홍빛 두 뺨을 가진 여린 장미 향기","120,000원",0.0
Women,299,킬리안 굿걸곤배드 오 드 퍼퓸 50ml,킬리안,"순수와 퇴폐의 미학, 붉으스름한 홍조를 띈 복숭아의 미묘함","275,000원",4.7
Women,300,킬리안 플라워 오브 이모탈리티 오 드 퍼퓸 50ml,킬리안,"속살 하얀 복숭아를 문 채, 목선에서 어렴풋이 나는 분내가 짙은 끌림을 만들어내는 향기","275,000원",5.0
Women,301,티에리 뮈글러 엔젤 오 드 퍼퓸 50ml,티에리 뮈글러,"유혹의 정석, 대담하게 유혹하는 달콤 아찔 플럼-바닐라","87,000원",4.8
Women,302,입생로랑 몽파리 오 드 빠르펭 50ml,입생로랑,"상대의 은밀함을 끌어내는 로맨틱과, 스킨십을 불러 일으키는 달콤함을 겸비한 피오니 부케","105,000원",4.8
Women,303,에스티로더 모던뮤즈 오 드 퍼퓸 50ml,,살랑거리는 분홍 스커트처럼 내 마음을 들었다 놨다 하는 플로럴,"88,500원",5.0
Women,304,에르메스 운 자르뎅 수르 라 라군 오 드 뚜왈렛 30/50ml,에르메스,따뜻한 돌담길 너머에 아늑하게 핀 백합과 나무 그리고 정원,"70,000원",4.9
Women,305,아쿠아 디 파르마 유자 오 드 퍼퓸 100ml,,유자의 상큼함이 주변 꽃들에 맺힌 이슬까지 가볍게 흔들 때 코 끝에 감도는 수분감있는 향기,"198,000원",5.0
Women,306,아이젠버그 백 투 파리 오 드 퍼퓸 30/50ml,아이젠버그,"라라랜드 속 베리의 달콤함이 파츌리, 머스크와 만나 보랏빛 석양을 지게 하는 몽환적인 향기","65,200원",4.7
Women,307,시슬리 오 뒤 스와르 오 드 퍼퓸 50ml,시슬리,"부드럽고 또 고상하게, 늘 아름답게 남는 여인의 자취","158,000원",4.8
Women,308,세르주루텐 끌레 드 머스크 오 드 퍼퓸,세르주루텐,하얀 터키쉬 앙고라 고양이가 가지런히 앞발을 모으고 있는 듯한 아이리스 - 머스크 향기,"253,500원",4.9
Women,309,세르주루텐 라 비에르쥐 드 페 오 드 퍼퓸,세르주루텐,촉촉한 비를 맞으며 서늘함 속에 홀로 하얗게 빛나고 있는 백합의 향기,"174,500원",5.0
Women,310,세르주루텐 루브 오 드 퍼퓸 100ml,세르주루텐,"체리 사탕이 산산조각 날 때, 유리 조각이 크리스탈이 되어 날카롭게 퍼지는 아름다움","395,000원",0.0
Women,311,분더샵 에버 얼웨이즈 오 드 퍼퓸 50ml,분더샵,"햇살이 닿아, 오스만투스와 피치가 반짝거리며 연출하는 상큼함","82,800원",4.5
Women,312,메종 마르지엘라 레플리카 댄싱 온 더 문 100ml,메종 마르지엘라,밤하늘의 달빛아래 춤추는 선녀의 옷자락 같은 화이트플로럴 향기,"215,000원",4.6
Women,313,롤리타 렘피카 롤리타 랜드 오 드 퍼퓸 40/80ml,롤리타렘피카,잔상처럼 여운이 길게 남는 베리와 자스민의 달콤함 여성미,"64,800원",5.0
Women,314,랄프로렌 블루 우먼 오 드 뚜왈렛 40/125ml,랄프로렌,"랄프로렌 스테디셀러, 시원하게 말라가는 청사과향 샴푸 향기","87,000원",4.7
Women,315,디올 자도르 인피니심 오 드 퍼퓸 50/100ml,디올,"쟈도르를 감싸안은 튜베로즈, 그 하얀 풍성함에서 연출되는 고급스러움","126,000원",5.0
Women,316,미스디올 앱솔루틀리 블루밍 오 드 퍼퓸 50/100ml,디올,"밤을 입은 베리, 짙어진 피오니 꽃잎이 연출하는 고혹스러움","115,000원",4.5
Women,317,돌체 앤 가바나 레드 오 드 뚜왈렛 100ml,돌체앤가바나,잔잔한 꽃비누내음처럼 부드러운 알데하이드 노트의 정수,"128,000원",4.5
Women,318,끌로에 압솔뤼 퍼퓸 30/50/75ml,끌로에,센티폴리아 바디크림을 은은하게 바른듯한 담백하고 고급스러운 여성향수,"71,500원",4.9
Women,319,끌로에 로즈 드 끌로에 30/50/75ml,끌로에,셋째딸 같은 생화장미 향기,"54,000원",4.8
Women,320,겔랑 몽 겔랑 오 드 뚜왈렛 30/50ml,겔랑,화끈한 이태원 거리도 압살할 센슈얼하고 관능적인 프루티 플로럴,"50,000원",4.8
Women,321,겔랑 랭스땅뜨 드 겔랑 오드뚜왈렛 50/100ml,겔랑,단발에 잘 어울리는 친밀한 허니앰버의 소프트한 구어망드 파우더 향기,"67,000원",4.3
Women,322,바이레도 비블리오티크 오 드 퍼퓸 50ml,바이레도,"바이레도 캔들 베스트셀러가 향수로 출시된, 섬세한 가죽과 달콤한 라즈베리가 완성하는 빈티지 무드","191,750원",0.0
Women,323,겔랑 랭스땅뜨 드 겔랑 오드퍼퓸 50/100ml,겔랑,단발에 잘 어울리는 친밀한 허니앰버의 소프트한 구어망드 파우더 향기,"70,000원",4.5
Women,324,겔랑 라쁘띠 로브 느와르 오 드 뚜왈렛 30/50/100ml,겔랑,석양진 연회장에서 퍼지는 고급스러운 체리와 로즈의 향기,"64,000원",4.6
Women,325,구찌 블룸 암브로시아 디 피오리 오 드 퍼퓸 30ml,구찌,노을을 삼킨 로즈와 튜베로즈 향기,"75,800원",5.0
Women,326,구찌 블룸 아쿠아 디 피오리 오 드 뚜왈렛 50ml,구찌,"푸릇한 정원이 주는 상큼함, 구찌 블룸의 신상","104,800원",4.8
Women,327,구찌 플로라 고져스 가드니아 오 드 뚜왈렛 50ml,구찌,"달콤한 레드베리를 가드니아에 휘감아놓은, 여성스러움이 한껏 극대화된 섹시미","86,000원",4.7
Women,328,불리 오 트리플 페루 헬리오트로프 75ml,불리 1803,"바이올렛이 가득한 공중정원 속, 부드럽게 퍼지는 헬리오트로프 향기","170,000원",4.8
Women,329,불리 오 트리쁠 목수 성 요셉 75ml,불리 1803,일렁이는 바닐라와 히노끼의 편백향이 나무기둥 사이로 천천히 스며드는 소프트-우디 향,"185,000원",5.0
Women,330,본드 넘버 나인 차이나타운 오 드 퍼퓸 100ml,본드 넘버 나인,홍대 사거리 체리나무 아래에서 날 법한 매력적이고 독특한 달콤함,"186,800원",0.0
Women,331,발렌티노 발렌티나 우먼 오 드 퍼퓸 80ml,발렌티노,첫 데이트에 가장 잘 어울릴 것 같은 여성스러운 향기,"135,000원",4.8
Women,332,발렌티노 발렌티나 블러쉬 오 드 퍼퓸 50/80ml,발렌티노,달콤한 체리향과 화사한 로즈의 풍미에 스웨이드의 묵직함을 담아낸 향기,"97,000원",5.0
Women,333,바이레도 라튤립 오 드 퍼퓸 50/100ml,바이레도,"촉촉한 튤립을 감싸고 있는 하얀 수건, 청순미의 극치","198,500원",4.8
Women,334,바이레도 선데이즈드 오 드 퍼퓸 50/100ml,바이레도,설탕을 버무린 오렌지맛 코튼캔디가 석양에 스르르 녹는향기,"191,750원",4.6
Women,335,바이레도 로즈 오브 노 맨즈 랜드 오 드 퍼퓸 50ml,바이레도,"바이레도가 그린 선명한 로즈, 라즈베리 이슬이 차가운 장미를 녹이며 깨어나는 싱그런 향기","198,500원",5.0
