품목별,항목,단위,2020.01 월,2020.02 월,2020.03 월,2020.04 월,2020.05 월,2020.06 월,2020.07 월,2020.08 월,2020.09 월,2020.10 월,2020.11 월,2020.12 월,2021.01 월,2021.02 월,2021.03 월,2021.04 월,2021.05 월,2021.06 월,2021.07 월,2021.08 월,2021.09 월,2021.10 월,2021.11 월,2021.12 월,2022.01 월,2022.02 월,2022.03 월,2022.04 월,2022.05 월,2022.06 월
코르크제품,수출액[천달러],천달러,73,12,9,5,1,2,10,1,28,6,15,6,23,81,15,11,4,2,17,2,6,4,11,171,3,12,1,3,7,4
코르크제품,수입액[천달러],천달러,398,246,353,196,188,319,393,198,334,312,239,261,221,248,390,295,365,435,492,326,279,334,206,339,296,254,452,301,426,591
"단판,합판,파티클보드 및 달리 명시되지 않은 기타 가공목재",수출액[천달러],천달러,1368,2387,2165,2248,1589,1423,2228,1213,1367,1574,1928,2090,1325,1540,1969,1850,1704,1467,1920,1669,2087,1567,1852,1844,969,1343,1875,1726,1805,1922
"단판,합판,파티클보드 및 달리 명시되지 않은 기타 가공목재",수입액[천달러],천달러,87721,77228,98614,99408,107297,93764,88557,74321,74747,69916,71700,89411,87300,93619,102386,127958,108921,115862,106474,115618,114645,103203,89902,114393,107771,107764,114253,103649,106641,92360
달리 명시되지 않은 나무제품,수출액[천달러],천달러,3449,4253,3890,2883,2217,5377,3907,3292,3694,3472,4203,3303,4346,3694,3870,4000,4039,3573,4017,3037,3715,3488,3488,3126,3205,3753,4011,3324,3108,3323
달리 명시되지 않은 나무제품,수입액[천달러],천달러,25377,13339,22522,25736,26161,26445,24921,21805,23305,22844,24650,27542,28301,24602,28353,32325,31981,30116,28329,26255,24379,24862,30093,31504,27515,20540,23873,22495,29655,26244
"종이,판지 및 펄프",수출액[천달러],천달러,227850,241726,269318,233534,180318,194652,195539,180870,206885,200176,202132,207028,185660,192664,241666,234257,228365,245358,232542,224092,215697,236828,242863,245172,227955,242788,257246,258210,260968,238587
"종이,판지 및 펄프",수입액[천달러],천달러,178657,145275,188042,174657,167329,182403,179600,158289,171450,174378,177972,189720,190910,179272,221313,214339,209839,199821,201184,189433,187287,196845,198175,213998,199335,181862,209671,192298,218603,195302
종이 및 판지,수출액[천달러],천달러,190905,199093,222095,186074,143427,153800,158473,148292,164126,165007,163047,166602,150459,153063,193894,193075,183199,199246,190080,186056,176306,195496,199910,201066,189365,204487,212083,218903,222160,203269
종이 및 판지,수입액[천달러],천달러,113644,102459,127385,115880,111222,119795,116702,101557,109618,112425,109376,117877,117950,115174,150224,144208,137440,130638,131456,119958,119902,129395,120381,125185,121896,121091,135735,123302,140325,119287
종이 및 판지 크기로 재단한 것 및 종이 또는 판지의 제품,수출액[천달러],천달러,36946,42633,47223,47460,36892,40853,37065,32578,42759,35168,39085,40425,35201,39601,47772,41182,45167,46112,42462,38036,39391,41332,42953,44107,38590,38300,45163,39307,38808,35318
종이 및 판지 크기로 재단한 것 및 종이 또는 판지의 제품,수입액[천달러],천달러,65013,42816,60657,58777,56107,62608,62898,56732,61832,61953,68596,71843,72960,64097,71088,70131,72398,69183,69728,69475,67385,67450,77795,88813,77440,60771,73936,68995,78278,76015
"섬유사,직물,직물제품",수출액[천달러],천달러,725323,820778,687140,494122,445134,549367,664668,536887,749619,633146,679533,758329,624760,574480,729449,756647,727592,770835,786845,618332,674091,762092,793000,859434,752009,657033,777834,739408,751723,668467
"섬유사,직물,직물제품",수입액[천달러],천달러,432345,312871,550409,459561,444980,604980,573346,475724,493115,481561,477512,504564,478363,414270,546418,556988,522232,527334,528447,520844,490474,522895,579948,598792,540871,432752,530682,456392,547971,507554
섬유사,수출액[천달러],천달러,96742,102011,104401,66963,53845,62479,75965,78587,96573,95161,97083,105767,99571,96558,119480,119771,125627,131173,131543,119218,126750,128639,130370,136842,129860,110764,119979,117008,119119,105796
섬유사,수입액[천달러],천달러,161074,125778,167395,126573,99891,118156,128152,112967,118696,123540,128092,148968,155376,147963,196555,192597,175339,173634,177569,169991,163358,178080,196452,217881,209059,174933,206601,154631,182872,163887
면직물(세폭직물 또는 특수직물 제외),수출액[천달러],천달러,21084,20949,20436,18998,20268,24903,29539,22081,28409,28830,31879,34838,27604,23876,27604,27695,29007,29748,28319,19594,25599,28572,29072,28117,23916,21167,28517,26713,25917,24457
면직물(세폭직물 또는 특수직물 제외),수입액[천달러],천달러,25252,18981,24002,20532,20008,26790,31309,28268,29299,28846,26249,27561,22246,22822,31531,36743,30106,32494,34665,29102,30551,30296,33920,30391,32741,28615,30827,30765,33316,32430
인조섬유직물,수출액[천달러],천달러,142446,151728,147091,94240,88225,104615,115790,81463,93299,102567,119485,141841,104030,94579,128446,140586,138278,148187,150539,108294,113313,149246,160878,181326,134280,115844,143784,142728,157396,145063
인조섬유직물,수입액[천달러],천달러,33522,20847,30395,26937,21792,30374,29684,25895,28336,29245,32191,36182,30459,23441,32719,33442,32682,34246,34660,34716,35840,38558,42988,44206,43114,27643,35421,33975,38198,34185
기타 섬유직물,수출액[천달러],천달러,7477,7798,6745,6995,6870,9916,10148,6918,6064,5333,6601,8424,7658,5494,7966,9117,9361,10127,11029,8102,6287,6699,10175,9387,4367,4490,6396,6992,8432,7866
기타 섬유직물,수입액[천달러],천달러,24274,19540,26576,22557,20128,32990,32447,27826,18894,20807,26898,23593,23042,23118,29435,35683,33723,33024,35031,27381,19793,23316,26807,29059,11226,9397,12733,12446,17108,18374
달리 명시되지 않은 편직 또는 뜨게질 직물,수출액[천달러],천달러,198693,190526,192400,126621,115055,144682,199625,143101,191991,179278,190875,215665,165626,145026,188596,223006,205019,220341,222454,156449,185456,220006,233278,258864,214924,184958,233309,221699,217585,188925
달리 명시되지 않은 편직 또는 뜨게질 직물,수입액[천달러],천달러,9834,5710,8761,7453,6962,9229,9964,8879,8493,10421,12830,12400,9118,8047,8605,11631,11797,15910,12873,15063,15122,15195,18513,20056,14887,14912,15755,15035,18635,16379
"튤,레이스,자수울,리본,트리밍 및 기타 소비품",수출액[천달러],천달러,17657,19262,19421,12624,11224,14167,17190,12986,16843,15368,16408,20205,16549,16631,19119,18053,18570,18907,20604,18736,16501,18601,17277,21688,19599,15954,18842,17201,18184,16383
"튤,레이스,자수울,리본,트리밍 및 기타 소비품",수입액[천달러],천달러,4761,3302,5038,4162,5106,5521,5420,5464,5355,5931,5845,6527,5472,4473,5141,5510,6136,6298,6930,6457,5715,6389,6766,7569,7618,4339,6692,5810,7088,7141
"특수사,직물 및 관련제품",수출액[천달러],천달러,157301,160934,173546,132620,105138,114606,147113,128248,170608,155356,159983,173466,172088,164060,205557,188344,174680,181148,192351,164215,175808,185152,184717,196229,200165,181138,199337,181014,181314,155691
"특수사,직물 및 관련제품",수입액[천달러],천달러,90058,71343,101157,103986,102808,158447,177122,145090,159369,141026,126638,125094,117262,98400,130968,115068,110824,108754,105584,108611,102651,108593,119982,116008,103983,86941,111364,95626,119192,116105
달리 명시되지 않은 주로 섬유물질의 구성 제품,수출액[천달러],천달러,82307,165031,20739,33083,43146,71914,66796,61361,143655,49675,54596,55601,27443,25855,30206,27317,24949,28447,27366,21846,22563,23570,24711,24402,24282,22062,26519,24543,23083,23359
달리 명시되지 않은 주로 섬유물질의 구성 제품,수입액[천달러],천달러,75166,41474,177973,138520,160177,214051,149992,111450,114467,109265,108224,113236,106317,76499,100667,113843,109599,110691,110260,118155,106526,110566,121565,119409,111220,80000,104101,101348,122543,111488
마루덮개 등,수출액[천달러],천달러,1616,2539,2361,1978,1363,2085,2502,2143,2178,1579,2621,2522,4192,2399,2474,2758,2101,2758,2641,1877,1814,1608,2522,2580,618,656,1152,1510,692,926
마루덮개 등,수입액[천달러],천달러,8404,5894,9112,8842,8110,9423,9255,9887,10205,12479,10545,11004,9071,9506,10797,12471,12026,12283,10877,11368,10919,11903,12955,14214,7022,5972,7187,6757,9017,7564
달리 명시되지 않은 비금속광물,수출액[천달러],천달러,273285,268878,316325,260350,238945,257388,278544,260104,302730,291169,300787,320731,300144,291275,335628,312905,316379,329325,346881,327159,328911,322492,330403,343596,291385,258614,317646,283400,301729,264244
달리 명시되지 않은 비금속광물,수입액[천달러],천달러,444283,290089,412436,424038,416162,438479,435804,382312,406294,421214,432632,473113,444256,412326,498994,531815,506688,508162,502338,502398,470293,492116,537213,581512,505678,414365,481845,464323,518922,479836
석회.시멘트 및 조립건축자재,수출액[천달러],천달러,19747,21956,18257,13807,17735,19065,14939,17280,23208,22644,18821,24202,15887,18157,17771,10712,13735,11253,19373,24216,24600,24829,20443,17816,14722,10801,13900,7919,9267,10255
석회.시멘트 및 조립건축자재,수입액[천달러],천달러,74975,16657,58242,82489,71294,73445,70003,56668,58259,65954,74767,74109,65539,40966,66644,80757,75928,77000,74231,72971,67535,63531,79121,84053,78997,43115,69273,78271,90099,78044
점토건설용 및 내화건설용 제품,수출액[천달러],천달러,4508,3748,9321,5183,4737,3476,6081,3317,6009,6039,5010,6400,4160,4155,5855,3549,3960,5569,3273,5133,3521,4960,8461,4420,3570,3315,5632,3172,3165,3591
점토건설용 및 내화건설용 제품,수입액[천달러],천달러,64659,33837,47980,51553,64361,51005,53817,43714,55474,46557,50366,57448,55533,51653,52415,60796,65277,67757,61698,60806,52147,52186,75568,87199,74770,51645,50502,59555,78754,69694
달리 명시되지 않은 광물제품,수출액[천달러],천달러,84977,86655,106164,84999,75671,83551,91641,82254,99435,93181,104339,109577,106891,106836,123401,115958,127308,131150,134319,115625,123918,122794,124876,120602,96390,83193,102935,101007,102654,92808
달리 명시되지 않은 광물제품,수입액[천달러],천달러,114815,88699,112532,112460,95967,103344,97204,85038,92949,107940,102475,116494,108407,109412,121951,139930,119514,120612,118900,126299,118177,125529,125377,135426,109077,96222,105522,97178,100345,108671
유리,수출액[천달러],천달러,131070,122572,141907,124695,111657,115806,131241,125185,136764,136599,137997,148903,138926,128902,149407,148436,135510,142104,152973,148427,143645,134493,141643,156754,140751,127500,156846,132127,145035,122379
유리,수입액[천달러],천달러,115580,97500,125748,110788,114956,131986,135486,122425,124224,127658,130791,142733,133571,131953,170342,152959,154722,150776,153693,157858,149315,163626,169029,177310,154452,141108,162249,144913,151211,136717
유리제,수출액[천달러],천달러,28172,26936,33482,26977,25232,30965,29731,27117,32736,27618,28889,27896,29626,27184,32346,30657,31400,35167,32660,30324,29401,31851,31212,36355,33439,31309,34958,36105,38773,32027
유리제,수입액[천달러],천달러,44814,34283,50289,48118,47300,53156,47103,47789,46584,43823,46011,53301,48090,49888,57743,62875,59152,57120,59463,53687,54822,54455,57389,61701,59550,52539,60694,54697,68380,59305
도자기,수출액[천달러],천달러,1324,1358,1355,1248,1244,1191,1466,1248,1209,1095,1682,1364,1468,1430,1412,1403,1494,1947,1536,1531,1623,1474,1449,1442,1200,1078,1258,1742,1661,1291
도자기,수입액[천달러],천달러,17677,11707,10879,11515,14487,13118,15078,14158,15434,16982,16288,17723,19500,16609,14511,18069,17771,21472,18559,16700,17225,20682,19128,24766,19566,19585,18289,15698,19300,15637
"진주(귀석 또는 반귀석,가공하지 아니한 것 또는 가공한 것)",수출액[천달러],천달러,3486,5653,5840,3441,2669,3334,3444,3703,3369,3992,4049,2389,3187,4611,5436,2191,2972,2134,2747,1903,2202,2092,2319,6207,1314,1417,2117,1327,1173,1892
"진주(귀석 또는 반귀석,가공하지 아니한 것 또는 가공한 것)",수입액[천달러],천달러,11764,7406,6766,7116,7798,12425,17113,12520,13371,12300,11933,11305,13615,11844,15388,16428,14324,13424,15795,14078,11072,12107,11602,11058,9266,10152,15317,14010,10832,11768
철 및 강,수출액[천달러],천달러,1956878,1908396,2079654,1648841,1468741,1695059,1829547,1735733,2029371,1926825,1955080,2007956,2077723,2037520,2335972,2334708,2430984,2529050,2727361,2729362,2694139,2918192,2914703,3122597,3176587,2634985,2955708,2870006,3112311,2827275
철 및 강,수입액[천달러],천달러,1015775,859071,1226023,1206573,875948,831931,772463,676456,760006,758652,877128,987413,878568,1020225,1279791,1512644,1169043,1534754,1999210,1662514,1603354,1554994,1475640,1466584,1424146,1431567,1821588,1601579,1863221,1714186
"선철,경철,해면철,철 또는 강의 입상",수출액[천달러],천달러,59183,68781,76745,52077,48614,63241,47020,47819,60780,61116,66377,54652,80964,68046,98690,82012,96245,115495,111843,127214,106634,137661,127945,117439,146581,101859,118151,115025,163463,121070
"선철,경철,해면철,철 또는 강의 입상",수입액[천달러],천달러,156488,119489,134469,161939,96306,87560,102162,83137,110223,105856,118262,150560,145932,147664,172987,196436,174763,158211,201598,242866,262281,221710,257172,324817,299208,257237,292951,297220,312007,267268
철 또는 강의 철강괴 및 기타 일차 형태의 것 및 반제품,수출액[천달러],천달러,22450,15731,22472,28096,44117,35245,31054,11873,27208,23538,35648,25460,16557,34487,51200,22090,44252,43002,21053,15837,16027,34668,30688,20407,10074,13281,21231,24845,37006,7677
철 또는 강의 철강괴 및 기타 일차 형태의 것 및 반제품,수입액[천달러],천달러,62659,56668,52169,59329,45313,43389,48205,51185,33877,25952,68082,60123,51934,77794,58038,92104,60315,71946,168658,122043,133472,141306,112722,127012,137874,157935,173239,81627,147053,113551
철 또는 비합금강의 평판압연제품,수출액[천달러],천달러,597740,593772,610676,480750,443255,560860,590655,608181,607224,586488,586361,619461,658446,618548,674575,724752,767243,810691,827090,863461,877751,822502,874148,1012223,972265,811669,868006,840401,978975,923157
철 또는 비합금강의 평판압연제품,수입액[천달러],천달러,181381,214416,288335,254424,165389,136190,123652,123287,137739,123574,134096,121164,104207,132854,209152,312292,198588,275898,443834,414121,395722,437546,395913,300889,287177,347473,411305,388157,432736,448909
"철 또는 비합금강의 평판압연제품(클래드,도금 또는 도포한 것)",수출액[천달러],천달러,474505,456004,489665,345976,311646,389291,426490,393830,495800,451213,448669,476731,507143,511164,580665,551650,588306,566548,674594,717202,688853,826674,724696,758003,856783,725748,726721,744796,713776,663024
"철 또는 비합금강의 평판압연제품(클래드,도금 또는 도포한 것)",수입액[천달러],천달러,122879,86083,120094,127680,85259,84424,77545,57891,78785,89461,98169,107692,103102,126714,161950,163724,155853,208244,256813,238358,224814,181515,134583,101822,107710,90333,163516,139846,205923,187724
합금철의 평판압연제품,수출액[천달러],천달러,370426,305660,374005,283918,243327,253514,310988,322011,387261,342717,388992,368903,405014,398137,445593,423971,413983,407002,468856,447462,442301,431627,449640,533203,516833,422360,472958,448740,457922,433359
합금철의 평판압연제품,수입액[천달러],천달러,186680,172663,275058,254677,202970,190320,176586,125930,157640,157068,209728,268943,194482,199516,223435,265832,217284,281943,385968,181221,133114,125074,109380,208238,170847,172197,259856,177198,233425,240637
"철강봉,앵글,형강(쉬이트파일링포함)",수출액[천달러],천달러,154906,162325,169984,154681,134841,134203,147126,135317,173410,177615,148409,165926,157017,145288,178012,206648,194531,225873,237885,212425,208997,252611,231964,218493,223980,203311,257093,231130,255031,210739
"철강봉,앵글,형강(쉬이트파일링포함)",수입액[천달러],천달러,153002,125528,208530,206263,156684,153738,128036,126909,126109,151548,143702,161760,164990,220052,318187,331030,233745,373285,388971,309895,308580,296428,305825,216398,229830,262836,337731,355475,352019,283485
철강의 철도궤조 및 철도궤조 건설자재,수출액[천달러],천달러,327,2567,1658,3099,176,662,1176,3390,984,74,7687,482,1063,471,4137,471,228,204,667,3726,626,944,468,343,590,261,5039,4086,476,873
철강의 철도궤조 및 철도궤조 건설자재,수입액[천달러],천달러,2142,666,2118,3071,1219,2245,2424,3504,3724,2466,1361,3069,1584,2956,2187,1536,2037,3661,2698,1825,3023,843,2546,1759,4022,2594,2202,826,2828,2862
철강선,수출액[천달러],천달러,63891,66301,74128,63232,44652,54786,56422,46864,65795,66147,72737,75332,72090,69788,79662,79328,78966,84059,87128,77878,88553,90963,91524,92960,87490,77791,93937,87040,88971,81310
철강선,수입액[천달러],천달러,25541,17644,30222,27360,21126,22497,20425,17015,19176,22402,20745,23914,23599,24282,30965,35995,31532,36163,33684,31153,26394,28751,30174,27597,27503,25277,31210,29270,37212,32816
"철강의 튜브,파이프 및 중공프로파일과 튜브",수출액[천달러],천달러,213448,237255,260322,237013,198112,203257,218615,166451,210910,217916,200198,221010,179430,191591,223439,243785,247229,276175,298245,264156,264397,320541,383631,369528,361992,278704,392571,373943,416690,386066
"철강의 튜브,파이프 및 중공프로파일과 튜브",수입액[천달러],천달러,125004,65913,115028,111829,101683,111568,93427,87599,92733,80324,82983,90189,88738,88391,102891,113695,94927,125403,116987,121032,115952,121821,127325,158051,159976,115684,149579,131959,140018,136934
비철금속,수출액[천달러],천달러,898887,931640,952597,835354,765429,849022,997809,927978,1117282,1099653,1143690,1288703,1157570,1217386,1375989,1461963,1505347,1607650,1568981,1545014,1449095,1370381,1546381,1579358,1442695,1434739,1555672,1645445,1644738,1537846
비철금속,수입액[천달러],천달러,922735,869767,1017522,881988,769010,828443,814761,758147,998801,975428,1006173,1140686,1201749,1165104,1487459,1600659,1316228,1481512,1510410,1477607,1421215,1560569,1532181,1778492,1705785,1527606,1916264,1803917,2054167,1462889
"은,백금 및 기타 백금속의 금속",수출액[천달러],천달러,139728,188884,150758,127200,131645,134328,155148,204874,224039,200684,187040,260058,254250,279444,286990,310314,279226,375532,353886,311297,300283,276709,225873,212537,210444,216412,273786,190556,208779,254781
"은,백금 및 기타 백금속의 금속",수입액[천달러],천달러,123889,202311,175250,147989,84476,121507,115302,95769,246375,216021,195296,234347,181553,233974,271190,342448,210851,262903,268116,335106,224914,250631,193358,380811,152119,251070,292510,350465,375081,204617
동,수출액[천달러],천달러,321608,325995,337621,307250,282957,337166,396174,334973,423886,449155,478109,476390,447252,472895,525524,569691,648119,670203,651584,704101,624093,608289,688277,696611,595769,594057,583347,551411,695091,613511
동,수입액[천달러],천달러,247023,215676,295805,232491,223193,232845,237120,240162,251127,266540,292605,301637,428504,396553,470633,479358,431431,492794,536748,387229,467254,450741,477560,410671,554873,446975,577276,481406,607455,372471
닉켈,수출액[천달러],천달러,6491,6334,5794,3892,7083,6801,10758,4544,7007,5979,6634,8446,6950,6366,6911,8620,7289,10508,8799,8577,8475,12186,8849,9808,7929,12525,10452,18445,19903,9143
닉켈,수입액[천달러],천달러,81260,72663,65711,65206,61327,83645,57611,72772,70720,76911,68543,84282,81343,81368,107816,120226,105500,92632,104087,119387,84994,149474,104319,156421,138087,121859,116598,138695,188450,169146
알루미늄,수출액[천달러],천달러,231026,237388,250381,213508,203324,220217,240428,227776,247695,238320,234444,308898,265126,243599,323954,322294,337801,347991,333824,351650,315609,284621,345281,409787,416388,403883,467063,506043,461096,384922
알루미늄,수입액[천달러],천달러,365525,307251,357511,348737,313521,309368,307027,275957,337606,323058,344846,406572,403083,354619,481969,493662,430401,489684,454768,488220,488574,519877,575761,599740,644462,499744,717831,630135,674570,555065
연,수출액[천달러],천달러,73152,50741,59311,53497,35253,43447,73168,44012,51308,39878,78397,47847,47327,65045,44276,79842,60073,50505,83120,31906,37727,28946,124227,61044,45466,68676,61431,99841,43854,55121
연,수입액[천달러],천달러,25231,17637,22599,17797,15373,19574,30143,21654,21627,30759,26307,34546,27009,20437,36612,32551,27880,25724,42240,35955,33149,39386,31764,35442,46173,39450,41683,46401,42489,26553
아연,수출액[천달러],천달러,113987,106917,133182,110814,93493,94268,107751,97588,145159,148928,144814,173223,121702,137064,169755,152125,155105,134373,117224,118836,143363,139149,129564,166887,144090,122607,136159,252280,191044,196174
아연,수입액[천달러],천달러,11009,11193,16428,7229,7573,4951,7583,6587,10260,8771,9702,11050,10627,6231,14098,11717,9404,11351,10049,6725,11722,8168,9390,14295,7274,9686,12196,8327,12178,9731
주석,수출액[천달러],천달러,1720,3299,1608,3218,1627,2158,4220,2742,4661,3549,4650,2389,3221,3145,3817,5813,3569,4982,5124,4603,4590,6890,6282,4674,6669,3183,6279,6535,5259,3336
주석,수입액[천달러],천달러,23240,15226,33853,16882,21729,12222,22552,16626,27167,17270,26292,24582,19771,23508,32641,51916,34594,35222,40290,35718,42181,61268,25864,67116,49283,36888,56268,60803,59562,40215
야금에 사용되는 각종 비철금속 및 서미트,수출액[천달러],천달러,11175,12083,13943,15973,10047,10638,10163,11468,13527,13158,9603,11450,11743,9829,14763,13263,14166,13556,15419,14046,14956,13590,18029,18010,15940,13397,17156,20333,19713,20858
야금에 사용되는 각종 비철금속 및 서미트,수입액[천달러],천달러,45559,27810,50365,45658,41817,44331,37424,28620,33921,36099,42582,43670,49859,48414,72500,68781,66166,71202,54113,69265,68428,81024,114166,113995,113513,121935,101903,87686,94383,85091
달리 명시되지 않은 금속제품,수출액[천달러],천달러,831715,902510,919336,763401,622531,727460,825112,712502,863985,828814,871837,999224,861948,768842,949061,926651,902955,1083658,934280,861642,1216733,940201,920981,1056141,920027,1067854,1024474,923650,959502,882558
달리 명시되지 않은 금속제품,수입액[천달러],천달러,703419,470747,725989,672147,658120,666397,664134,608855,634058,664645,675169,768810,696240,605487,819181,780530,758396,803399,832021,841156,778679,756852,828282,884202,760438,652272,763479,758526,847462,743209
달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액[천달러],천달러,114915,113892,120361,119629,115837,147111,128642,103393,119651,103364,92514,118732,107513,95230,141539,125589,155940,282063,106138,119143,403325,102585,119187,111198,110971,372674,165902,200545,191138,178913
달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액[천달러],천달러,139445,55331,150024,80707,125746,74891,91467,86860,72827,110090,80508,115112,104949,51651,133713,74972,79191,89526,99796,145702,114464,69017,88361,124680,73011,76650,80117,107650,114698,57391
저장 및 수송용 용기,수출액[천달러],천달러,50225,79197,55479,67870,54238,52085,81100,55790,70988,51416,62143,78578,60950,50741,60734,73860,63813,60904,54340,69673,63220,66355,62951,73532,72331,58787,79874,56986,77385,62847
저장 및 수송용 용기,수입액[천달러],천달러,50284,39224,51120,52383,43476,57027,53933,44168,47843,48380,55933,59431,41752,45345,57789,50282,52889,59565,69315,63303,52588,61451,83320,66132,55892,59625,66291,51035,69304,66632
선제품 및 울타리 그릴,수출액[천달러],천달러,45833,48671,45265,36359,30279,33943,41944,35282,41318,44503,42840,48368,43817,37315,48280,45862,45936,53925,51409,46076,58476,50891,51469,54250,51605,47078,54137,57395,61235,56275
선제품 및 울타리 그릴,수입액[천달러],천달러,23073,14664,24450,26184,21930,21105,20883,20566,26512,22895,26531,27785,22715,21882,28960,32322,30790,40433,36756,34599,33824,37741,32412,31222,30485,30972,35452,35838,39661,40384
"철강,동 또는 알루미늄제의 못,나사,너트,볼트,리베트 및 유사제품",수출액[천달러],천달러,76172,80221,87413,56449,42586,50274,71459,63124,87200,80196,83969,95624,85221,77616,92971,91909,78745,86144,88396,74648,81912,85974,86376,93599,95935,86191,102985,97101,96030,92951
"철강,동 또는 알루미늄제의 못,나사,너트,볼트,리베트 및 유사제품",수입액[천달러],천달러,47086,27965,46197,49182,47051,45346,45897,40102,40968,41952,47062,48277,48450,42707,59171,63684,57580,61192,59648,55887,58075,53833,53642,61352,59232,43424,59267,50576,66719,67959
수공구 및 기계용공구,수출액[천달러],천달러,175287,215861,201571,172196,139660,139262,145394,134067,154976,171672,195819,229186,156770,141566,167055,168346,150227,174538,172469,144153,184056,166625,164073,204011,92780,83245,101267,100560,101758,101612
수공구 및 기계용공구,수입액[천달러],천달러,61841,46911,62844,59320,60183,64041,58690,50388,56020,59330,60818,68585,61691,57868,75178,71445,71218,75253,72223,73315,66987,70107,76968,79460,69292,58596,68998,64998,70891,66618
날붙이,수출액[천달러],천달러,9223,6923,10055,7354,6419,5534,7102,7667,9629,10281,9967,9136,9819,8691,11459,10039,10205,8762,8673,8661,9276,9998,9393,9627,8752,6976,11913,8148,9311,7746
날붙이,수입액[천달러],천달러,18364,11393,16306,14952,16173,16665,18070,16351,17567,16092,18575,21150,18913,16425,17517,17766,17916,18801,18154,18932,18871,19638,18458,20600,24041,15822,20227,20965,24077,18260
달리 명시되지 않은 금속제의 가정용 장비,수출액[천달러],천달러,23371,22550,26641,20758,19562,31722,35955,34979,34191,34715,36584,34031,30099,27012,32354,33682,36352,39318,42176,36716,40388,42725,36009,38916,36521,29515,32175,32912,34566,28632
달리 명시되지 않은 금속제의 가정용 장비,수입액[천달러],천달러,49482,24011,33563,43811,46878,50237,50507,43362,50544,48406,51820,50795,57988,43660,44426,59528,56206,64231,59458,56203,55582,59401,64690,68138,69323,48260,52678,57572,60228,55638
달리 명시되지 않은 비금속제의 제품,수출액[천달러],천달러,336689,335197,372553,282785,213950,267527,313516,278200,346032,332667,348003,385568,367759,330670,394668,377363,361739,378004,410680,362572,376081,415047,391522,471007,451131,383388,476222,370003,388078,353580
달리 명시되지 않은 비금속제의 제품,수입액[천달러],천달러,313844,251247,341485,345609,296682,337084,324688,307060,321778,317499,333922,377673,339782,325948,402427,410531,392607,394398,416671,393217,378289,385662,410431,432617,379162,318923,380448,369891,401885,370328
기계 및 운수장비,수출액[천달러],천달러,24293279,22409994,26482180,20209580,20209059,22447676,24384962,22045569,27748720,26501794,26450353,29959900,28432553,24863319,29841769,27883078,27468376,30462506,30603741,28874871,30185424,29935021,33969548,33458074,24426202,23551884,27821838,24736554,26367276,25526634
기계 및 운수장비,수입액[천달러],천달러,12780824,11735302,14852640,13981593,14017903,14079158,14969265,14077781,15138358,15117269,15756023,17078637,16513184,14162000,17613826,18133063,17027249,17324015,17937843,16851651,16461610,17099305,18880350,19488566,14713240,13697083,15203138,14233865,15764497,15989076
원동기기 및 설비,수출액[천달러],천달러,688224,775952,783262,616939,519742,727217,708499,679838,795117,716761,732612,849473,711352,653841,759573,796351,736512,756283,846026,713904,714285,834306,741177,883341,668840,518469,664293,598152,642334,619299
원동기기 및 설비,수입액[천달러],천달러,655344,459415,574528,695925,555853,514242,573274,577445,650719,707464,672422,745778,597495,606669,813068,728255,768562,572092,715399,713375,759293,764520,850168,807911,683648,711729,713589,743908,709338,702989
증기발생보일러 및 보일러실 장치,수출액[천달러],천달러,42517,44307,27231,47406,53816,44057,27592,35362,28231,33988,31688,17211,24409,7796,22583,25532,20225,6921,21273,58366,21618,32116,16609,20564,30424,12937,22399,16905,23359,22263
증기발생보일러 및 보일러실 장치,수입액[천달러],천달러,6264,5637,9731,6700,4226,7291,6495,6958,9831,15124,6946,9823,8154,6188,9668,11165,10451,7192,8775,7231,5386,5697,10492,8351,6902,3315,9427,11860,6428,6033
증기터어빈 및 달리 명시되지 않은 동부분품,수출액[천달러],천달러,5576,2062,7271,3337,2718,3763,3446,1554,1399,1484,1306,13525,1814,2912,2521,700,1712,1655,27894,2740,8490,3871,1892,3765,2225,875,2141,1280,3742,1802
증기터어빈 및 달리 명시되지 않은 동부분품,수입액[천달러],천달러,2263,16521,9482,9184,10566,12191,18882,13716,1968,10545,5005,15315,6228,6226,31355,7244,24057,1849,7517,2335,3196,3346,10074,1377,2567,1892,4654,3810,22017,1075
달리 명시되지 않은 내연 피스톤기관 및 동부분품,수출액[천달러],천달러,391904,457445,448433,324867,257952,306093,385149,333789,446429,384096,405938,488807,387611,382773,436153,479439,427727,450664,466194,358360,444455,434548,397951,505481,322947,251502,337842,316695,302468,299497
달리 명시되지 않은 내연 피스톤기관 및 동부분품,수입액[천달러],천달러,168372,155441,188720,183937,149608,155983,176479,163516,157360,158965,165271,191215,158714,156123,218762,187448,194841,175929,190692,176043,163026,173858,180330,202460,128039,148966,155879,179635,143644,124748
"기관 및 모터,비전기식:달리 명시되지 않은 기관",수출액[천달러],천달러,54749,30852,84072,63429,56028,162303,84303,92280,54811,74218,47637,47074,57808,28212,45629,48630,23358,64543,59813,41142,19537,78799,63504,41274,26500,37574,42922,32450,52884,38453
